"latlon",name
55.81619637.448108,"Якорь ФГБУ "Канал имени Москвы""
55.81628537.73629,Аксакалы
55.81638937.51283,"Граффити Гейша  "
55.81645237.521816,"Башенка Замка"
55.81646537.401787,"Three Light Balls"
55.81648837.54779,Саженец
55.81654137.813111,"Живите дружно"
55.8165937.505687,"Башня 1"
55.81660237.711753,"Рыбка Вася"
55.81663137.462541,Подсолнухи
55.81670137.820964,"Счастливая рыбалка"
55.81708237.355821,Красногорск
55.81708237.816973,Беседка-клетка
55.8171337.491229,"Граффити Рыжая"
55.81714537.625052,Аист
55.81723937.639863,"Нагромождение форм"
55.8172737.859408,"Дохлый Фонтан"
55.81729337.592528,"КИРОВ Сергей Миронович"
55.81734537.603906,"платформа Останкино"
55.81735337.562482,"Evgeny Vuchetich"
55.81756137.360533,"СНЕЖ.КОМ Верх"
55.8175837.553188,"Тропа Юного Лесовода"
55.81761637.87426,"Детская Площадка"
55.8177737.664452,"Берёзы, ёлки"
55.81786537.400991,Пингвин-пожарный
55.81799437.66209," Детская Площадка"
55.81805737.389005,"Фонтан в ТЦ ТВОЙ ДОМ"
55.81819437.796901,"Beach Mural"
55.8182137.411237,"Остров в Строгино."
55.81821637.634861,"Детский Городок у Зеленой Усадьбы"
55.81830237.643381,"Tikhvinskaya Icon Chruch"
55.8184337.452544,"Moscow Channel Gate 8"
55.81844637.536835,"Тимирязевский Парк. Информационный Щит."
55.81845737.837607,"Мост через МКАД - 104 километр"
55.8184837.70471,"Детская площадка"
55.81852837.590883,"Н.А. Добролюбов"
55.81859537.622353,"Undersea Mural"
55.81865437.346432,"ТЦ "ИЮНЬ""
55.81873937.63718,Космос
55.81876837.489966,Дети
55.81880237.615129,Фонтан
55.81880637.867306,"Glavnaya War Monument"
55.81883737.367768,"ДП Кораблик"
55.81889837.578571,"Монорельс, станция Тимирязевск"
55.81894637.859878,"Колокольня В Восточном"
55.81904337.69898,"Детская Площадка #34889"
55.81905137.873049,"Детский Остров"
55.81910537.496964,"Герой СССР Лях"
55.81914337.441618,"Стадион Спартак"
55.81914737.516154,"Библиотека 63"
55.81915537.576037,"Платформа Тимирязевская МЖД"
55.81921837.435359,"Станция метро Спартак"
55.81937237.463451,"Vovi and Leo's Gateway"
55.81937637.500363,"Павшим и живым. 1945-1995г.г."
55.81947437.725603,"107150 Почта"
55.81948837.712625,Лебеди
55.81957737.818279,Чертополох
55.81964537.642426,"Clouds Mural"
55.8196637.618899,"Граффити ЛЮДИ НА КРЫШЕ"
55.81967437.458113,"Центральная Клиническая Больница 1 ОАО РЖД"
55.81975937.792513,"Silver Mural"
55.81979637.666287,"Потайной Мурал"
55.81988237.611664,"Ostankino TV-Tower"
55.81990437.498287,"X Marks the Spot Art"
55.82002837.802126,"Energy Economy Graffiti"
55.8201737.636193,"Детский Замок"
55.82017337.439294,"Памятник Гладиатору"
55.82021237.828606,"Площадка На Хабаровской"
55.82037137.784181,"Христианская Церковь"
55.82038437.384563,Мост
55.82071237.58486,Кандинский
55.82096137.798138,Лось
55.82097437.498045,"In the Memory of Unforgettable"
55.8209937.572984,"Почта России"
55.82102137.812514,"Статуя Гнома"
55.82106637.718976,"Уменьщенная копия церкви"
55.8211737.639112,"Аллея Космонавтов, вид на улиц"
55.8213137.721471,"Вечный Огонь"
55.8213737.52456,Граффити
55.82140237.517326,"Moscow in Fire 1812"
55.82142337.763111,"Надежное Теплоснабжение"
55.82154637.684861,"Лесная почта"
55.82156837.564152,"Мост "
55.82163937.88151,"Турник И Кольца"
55.82167137.826139,"Graffiti GSR"
55.82175737.372358,Izbushka
55.82177937.665839,"Фонтан Мишки"
55.8217837.652828,"Сестры Милосердия "
55.82179437.56498,"Беседка в парке"
55.82181437.879149,"Фонтан Балашиха"
55.82181637.497,Метрополис
55.82185237.874159,"Детская Площадка"
55.82186137.795229,"Playground With Horses"
55.82190537.869975,"Восточный Район"
55.82197137.594634,"Кролик ОЗ"
55.82199437.504199,Portraits
55.82199737.726523,"Граффити Neon Motors"
55.8220337.832585,"Мост на Красноярской"
55.82210137.479355,"Лесная качалка"
55.8221437.751991,"Без Нели Две Недели"
55.82216837.530505,Качели
55.8221737.597384,"Павлин Мавлин"
55.82221937.785643,"Лебедь белый"
55.82226937.365569,"Graffity Kotik"
55.82227737.641417,"Вднх Станция Метро"
55.82241737.408576,"Впадение р. Сходня в Москва-ре"
55.82245537.582509,Сенокос
55.82254237.620788,Попугай2
55.82265237.607039,"Здание первого канала"
55.82282737.754121,"Символика ГАЗ"
55.82284337.64547,"Charles De Gaulle Monument"
55.82289337.46482,"Покровское-Стрешнево Указатель"
55.82325937.518699,"Rassvet Cinema House"
55.82333337.612193,"Памятник Зворыкину"
55.82338337.824045,Фонтан
55.82356337.385368,"Метро Мякинино"
55.82373637.815877,"Панорама Природы "
55.82391837.45371,Радуга
55.82397137.512677,"Храм В Честь Святых Царственных Страстотерпцев"
55.82403337.562187,"Oldest Moscow Tram Station"
55.8240937.613719,"Храм Живоначальной Троицы"
55.82414137.756899,"Железные Цапли"
55.82418137.434264,"Памяти погибшим во время теракта"
55.82425237.577387,Граффити
55.82428237.538335,Поляна
55.82434337.670791,Долбоглаз
55.82447437.748679,Бегемот-водопроводчик
55.82448437.572449,"Old Soviet"
55.82473237.669514,"Граффити Глазки"
55.8247837.405293,"По Москве-реке"
55.82485337.3546,Митино
55.82489437.815806,"ФОК СКИФ"
55.82511937.502065,"Мемориальная Табличка"
55.82532237.650918,"У Пожарной Академии"
55.82536337.515554,"Детская Площадка"
55.82539337.626905,"Звезды Победы"
55.8254337.806129,Фей
55.82549937.566319,"Girl on the Wall"
55.82550137.435646,"Russian Post ZIP 125424"
55.8255437.390732,"Crocus City Hall, Concert Hall"
55.82559137.454818,"Детская площадка"
55.82574137.375048,Aladdin
55.82583537.750902,Волшебница
55.82584437.489816,"Заброшенный Фонтан "
55.82585537.528997,"Улица Космодемьянских Зои и Александра"
55.82638737.63753,"Главный вход на ВВЦ (ВДНХ)"
55.82639637.597234,"Graffiti 3"
55.82642937.768939,Корабль
55.82647337.47228,"Родники "
55.82648637.572012,"Гостиница Молодежная"
55.82651537.705259,Байкеры
55.82652937.718074,"Никто не забыт, ничто не забыто "
55.82657837.703424,"НЕРЕАЛЬНЫЙ куст черёмухи"
55.8266837.525275,"квадратное лицо"
55.82668437.477753,"Парк "Покровское-Стрешнево""
55.82690137.46545,"Картина Города В Стиле Граффити"
55.82699737.762612,"Почта России Метрогородок"
55.82700237.44506,"ТЦ Праздник"
55.82702937.594714,Жираф
55.82705437.493438,"Скульптура "Заяц""
55.82705537.441182,"Платформа Тушино"
55.82714937.761198,"Горка С Синей Четырехуголкой"
55.82715237.450264,"Деволюция человека"
55.82723437.51855,"Street Art"
55.82728637.59804,"Graffiti 11"
55.82729337.439382,"Автовокзал В Тушино"
55.82731237.584067,"Детская Горка"
55.82748637.824565,"Wooden Sculpture"
55.82763137.640039,"Koleso Obozreniya"
55.82764137.654266,Акведук
55.82788637.579314,"Стрелец "
55.8279837.455048,"Граффити Женщины"
55.82835137.60214,"Aristocrat with a greyhound"
55.82858537.6542,Акведук
55.82860337.628585,"Скульптура Семья"
55.82872337.627137,"Валя Котик - Памятник"
55.82878937.813621,Львёнок
55.82895337.452013,Светоч
55.82901237.60966,Беседка
55.82912137.453499,"Flower Art"
55.82914637.823078,Корзина
55.82939137.700974,"Станция Белокаменная"
55.82939337.632508,"Russia. Moscow. All-Russian Ex"
55.82940937.670936,"Платформа Яуза"
55.82947137.766852,"Лосиный остров, трамваи"
55.8295637.447416,"Памятник К.Э. Циолковскому"
55.82963737.632079,"дружба Народов"
55.82987837.631156,"Фонтан "Дружба народов". ВВЦ"
55.83018637.487271,"Горка За Забором"
55.83038937.423974,Колледж
55.83045437.622633,Метеопавильон
55.83049737.530325,"Храм Георгия Победоносца"
55.83073837.60085,"Башенки у входа"
55.83075737.444235,"В. И. Ленин"
55.83093237.657714,"Часовня Божьей Матери"
55.83104837.396735,Гвоздь
55.83105337.655917,"в честь 400-летия освобождения"
55.83128737.366425,Аквамарин
55.83140737.616782,Старичок-лесовичок
55.83150337.592704,"Marfino Info"
55.83150437.631528,"ВВЦ Павильон 66"
55.83165237.703465,"Egor Letov"
55.83166937.402269,"Преображенская Церковь"
55.83189537.661457,"Sport And Peace Mural"
55.83191737.457915,"N6 Тренажёр"
55.83192237.727049,Граффити
55.83193537.571143,"Лесная сказка"
55.83195837.81041,Велогорки
55.83196937.658855,"Скульптура "Ростокинский Дворник""
55.83203737.494626,"Дерево на стене "
55.83217937.545889,Vase
55.832237.524016,"Корабль Горка"
55.83228237.622871,Буран
55.83229837.486263,"Жилой Дом "
55.8323737.458425,"Песочница со счётами"
55.83260137.565281,"Лошадки в КСК Тимирязева"
55.83265637.532191,"День Рождения Собачки"
55.83275637.519646,"Car Mural"
55.83291337.49433,"Sergant Tsarev"
55.83301237.427552,Лес
55.83310737.399021,Трикотажная
55.83312437.492248,"Корабельное Орудие"
55.83324337.634403,"Монумент Торжествующий Крокодил Верхом На Лошади"
55.83350937.368402,Besedka2
55.83352237.694545,"The Face"
55.83352537.453336,"Мининиатюра Эйфелевой Башни"
55.83383237.552265,"Рихард Шредер"
55.83393837.524181,Поликлиника
55.83426337.637865,Stereo
55.83433737.623196,"ВДНХ (VDNKh): Raketa"
55.83454437.613007,"VVC pavilion 27"
55.83454937.388407,"Стела Митино"
55.83456837.55711,"Техника победы. ГАЗ-АА"
55.83475437.519047,"Амурное Граффити"
55.83480637.564896,"Дом культуры"
55.83483737.536219,"Стадион Наука"
55.83487437.599753,Граффити
55.83501737.636909,Вгиковцам
55.83505137.526016,"Ротонда На Детской Площадке"
55.83512337.594359,Zona51
55.83514437.554283,БОЙЛЕРНАЯ
55.83527137.616103,"Church Orthodox"
55.83539337.408494,"Mi Fns Rossii Po FCOD"
55.83565137.556222,Graffiti
55.8356637.644169,Ship
55.83592137.636404,"Боевой танк Т-80уд"
55.83620137.454668,"Корабль У Чайхоны"
55.83630637.489447,"Мозаика Конь"
55.83647437.619608,"Задворки Космоса "
55.83658537.575093,"Станция метро Петровско-Разумовская"
55.83661737.549582,"Работникам Завода,павшим За Родину"
55.83669737.657127,"Докукин Иван Архипович"
55.8367837.478683,"Kids Playground"
55.83698337.386553,"Mitino Church"
55.83714337.501706,"Руки И Голуби"
55.83720737.414376,"Peak on Road"
55.83724637.526998,Березки
55.8372837.388726,Цветочек
55.83735737.538711,"Почта 125008"
55.83760237.383177,"Hunting Cat"
55.83796437.650513,"Сказочный Единорог"
55.83797937.405361,"Generation Plus"
55.83798337.461943,"Сова Скульптура"
55.83805437.754722,Огорчение
55.83817537.40563,Ромашка
55.83824137.519998,Горка
55.83841337.614559,"Tea House"
55.83841737.657593,"Бюст Ленина"
55.83865137.615814,"Золотой колос."
55.8388137.65896,"Sheep Graffiti Rostokino"
55.83901237.501624,"Храм Святого Царя-Мученика Николая"
55.83918537.556438,"Герою чеченской войны шк.848"
55.83922837.484228,"Якорь Детского Морского Центра"
55.83923537.379903,Graffiti
55.83935237.363542,"Граффити 5art"
55.8394337.371915,Church
55.83961337.534755,Беседка
55.83966437.439627,"Дом независимости Нигер"
55.8397137.569127,"Petrovsko-Razumovskaja rail station"
55.83979137.531262,"Circles on the Wall"
55.83994337.653467,"Ленин, ул. Докукина"
55.8399837.399654,Мужик
55.84002437.529924,"Граффити Дерево"
55.84006837.622056,"Ship Anchor"
55.84013337.623908,"Зимний Дворец"
55.84028737.489858,Якорь
55.84034837.398443,"Природно-исторический Парк "Тушинский""
55.84035637.513057,"Граффити Телеки"
55.84042837.488413,"Головинский Район"
55.84057637.486255,"St. Vodniy Stadion"
55.84058737.45457,"Дворец Культуры"
55.84070837.547534,"Щитовая 24919Б"
55.84072237.649889,"Мемориальная доска М.К. Видгофу"
55.841137.519177,"Локомотивное Депо Лихоборы"
55.84130237.56931,Комсомольцам
55.84149837.419328,"Тушинская чаша"
55.84153637.586852,Солнце
55.84170237.45616,"Болдырев Александр Иванович"
55.84205537.550312,"Red-Green "Patok""
55.8422937.520514,Башня
55.84251237.638311,"Fairy Tales Oak"
55.84253337.540215,"Just Another Red Energy"
55.84254637.530024,"Дизельный ход. 2008г."
55.84262837.515017,"Мост головинского пруда"
55.84273837.621671,Волк
55.84282537.380249,"Graffiti Muscle Car"
55.84285737.380592,Dubbed
55.84311837.568832,"Шары И Колонны"
55.84325537.379189,"Play Ship"
55.84366637.652249,"Мемориальная Доска А. М.  СЕРЕБРЯКОВА"
55.84367437.64015,"Беседка в Саду Будущего"
55.84379637.541851,Friends
55.8439237.637598,"Metro Bot Sad"
55.84393437.589745,"Памятник Цицину"
55.84394737.606456,"Графитти На Заброшенном Доме"
55.84398837.438747,"Мозайка На Сходненской"
55.84402637.455193,КРЕМЛИН
55.84413637.501877,"Мужик С Дрелью"
55.84416337.670501,"Severyanin Railway Station"
55.84425837.522273,"Post Bay"
55.8443537.4344,"Детская Площадка"
55.84444537.553808,Воинам-Тимирязевцам
55.84450537.556565,Бобер
55.84466837.497976,"Колокольня бывшего Казанского Головинского мон"
55.84496737.583973,"Кинотеатр Рига"
55.84510237.3773,Kerouac
55.84515537.667449,"Dinoland Zolotoy Vavilon"
55.84531637.419657,Коняшка
55.84536237.418585,"Игровая Площадка"
55.84538937.478155,"Road Graffity Bear"
55.84545637.578576,"Portal Maps"
55.84547337.567299,"Племянник футболист"
55.845637.439989,"Почта России"
55.84565337.66608,"Лев Засцыха"
55.84585437.433305,"Детская Площадка"
55.8458937.615123,"Blue Lady"
55.84589637.402987,Речка
55.84612137.414799,"Trees. Shodnenskaya bowl (Skho"
55.84623937.588222,"Владыкинская Горка"
55.84630637.638315,"Листья На Стекле"
55.84633437.698073,"Лиса В Удивлении "
55.84672937.657476,"памятник погибшим метростроевцам"
55.84697637.436223,Пингвин
55.8469937.574027,"Платформа Окружная"
55.8471237.513344,"Огненный Жеребец"
55.84712737.439464,"Тушинцам участникам ВОВ"
55.84722137.67341,"Clean Car Graffity"
55.84738137.424603,"Пингвин на детской площадке"
55.84760637.566402,"Piece of Art"
55.84775637.424834,Качелибабочка
55.84781437.453859,"Корабль на суше"
55.84784637.482926,"Птичка На Горке"
55.84816337.427592,Вход
55.84835737.403716,IronTree
55.84845837.398101,"Усадьба Братцево"
55.84859737.694848,"Посетители Кормушек"
55.8486137.484387,"Пасхальный Кролик-циклоп"
55.8486837.587563,"Стенд с Достопримечательностями СВАО"
55.8487237.521212,Городовой
55.84885337.532014,"Pink "
55.84891237.44341,ВОВ
55.84898537.640775,Котэ
55.84906637.619165,"Картинная Галерея"
55.84917437.475083,"Соц Страх РФ"
55.84926937.653349,«Крепость»
55.84942137.515858,"Русская Традиция"
55.85005837.425736,"Post Office 125459"
55.85021537.780104,"Pagan Tree"
55.85032137.410657,"Детский Кораблик у Билла"
55.85040437.442381,Калейдоскоп
55.85045937.603709,Удав
55.85052237.474914,Астана
55.85055637.414738,Pochta
55.85068237.405986,Cveto4ek
55.850737.586027,"The Arch at the Entrance to Otrada Park"
55.85089837.430702,Самолёт
55.85092237.671113,"Знак Бабушкинского Района"
55.85101237.404883,Светодерево
55.8510837.467447,"Здание Речного Вокзала"
55.8512137.438452,"Железный Цветок"
55.85121837.636995,"Малыш и Карлсон"
55.85127937.586242,"Скульптура Парк Отрада"
55.8512937.644283,"Камень в честь 300-летия Российского Флота"
55.85143337.444055,Тачка
55.85162237.680316,"Детская Площадка"
55.85177537.446683,Песочница
55.85183237.475571,"Жертвы Плохого Скульптора"
55.85191837.466738,"Памятник кораблестроителю Крылову А.Н."
55.85199937.447797,Boat
55.85217937.395675,Часовня
55.85219337.494884,Граффити
55.85220737.448059,"Алые Паруса "
55.85233237.679791,"Дом Юного Техника"
55.85248737.518411,Балалайкин
55.85269837.651672,"Golubyatnya on Nansena"
55.85274537.499778,Площадка
55.85281337.475558,"Памятник Венгеро-Советской Дружбе"
55.85283537.407094,"Жирафы Графити"
55.85284537.515346,мега-бойлерная
55.85291737.389356,"Lenin S Nami"
55.85302937.607618,"Мелодия Отрадного"
55.85304337.631883,"Храм Троицы Живоначальной В Свиблово"
55.85332937.473277,"Рабиндранат Тагор"
55.85354237.412934,Кубостенографити
55.85354637.440108,"Flower Murals"
55.85379137.635585,"Свибловский Родник"
55.85382237.536674,"Ульянов (Ленин)"
55.85397437.699911,"Graffity Stag"
55.8540237.657919,"Angry Birds"
55.85418437.69375,"Playground 26a"
55.85424437.606009,"Безумные Горки"
55.85440937.502501,"Две Матрешки"
55.85461137.634479,Ротонда
55.8549637.568283,"Я Вижу"
55.85499637.611712,Олень
55.85518137.700383,"Shaper Playground"
55.85523537.663746,"Район Свиблово"
55.85535537.495011,"Sport Center Dinamo"
55.8554637.566902,"Офицеры на Дубнинской"
55.85570437.433035,Совушка
55.85570837.453794,"Шахматы в Парке"
55.85576737.654517,"Станция метро Свиблово"
55.85579637.437388,"Воздухоотвод из метро"
55.85584837.585489,"Почта России"
55.85585737.696479,"Mgsu Sport Center"
55.85597237.572791,Викинг
55.85628637.421183,Bridge
55.85632437.616371,Орел
55.85635637.655408,"PFC CSKA Moscow"
55.8566437.512381,Лентопес
55.85666937.590101,"Площадка Спорт Лайф Позитив"
55.85668337.498424,"Задолбали Детские Площадки!"
55.85670537.475764,"Граффити "Подводный Мир""
55.85694237.45433,"Берендеево Царство"
55.85700237.420691,Церковь
55.85725237.5614,"Храм святителя Иннокентия"
55.85728237.428238,"Безбилетные Зайцы"
55.85745137.589639,Sculpture
55.85751137.600841,"Biker Mice from Mars"
55.857737.685119,Памятник
55.85777137.65983,"Аллея Свиблово - Стрелец"
55.85779737.464274,"Токарь - Герой"
55.85786737.486399,"Храм "Знамение в Аксиньине""
55.85788937.698159,Ярославль
55.85789837.47896,Спортплощадка
55.85789937.672451,Звери
55.8579237.591687,"Летучий Голландец"
55.85793137.444184,Чуваки
55.85818237.569675,"Пямятник Погибшим "
55.8582137.63778,"City of Dreams"
55.85823137.610618,"Спортивная Площадка "
55.85835437.666235,"Children Playground"
55.85847937.505368,"Street Graphics Red Energy "
55.85853437.42968,"Памятник Героям-Панфиловцам"
55.85860737.416976,"Российский Химико-технологический Университет"
55.85867337.388616,"Храм Архангела Михаила. Путилково"
55.85875337.611164,"Доска Почета"
55.8587837.635133,"Library On Sviblovo"
55.85883637.637213,"Pink Rabbit Mural"
55.85889837.693595,МГСУ
55.85901537.489634,"Hovrino District Sign"
55.85906237.452469,"The Greatest Russian Dream"
55.8590837.418751,Зобага
55.85914637.660049,"Архитектурное Произведение"
55.85925237.451342,"Сердце и замки"
55.8593537.453318,"Леший с совой"
55.85947437.511679,"Children Playground"
55.85968337.396167,"Post Office Zip 143441"
55.85969837.598466,"Iron Tree"
55.85971237.645266,"Russian Post Office #329"
55.85972537.619696,"Кафе Скала"
55.85972937.568575,Пейзаж
55.8599337.410479,"Замок Граффити"
55.85995837.441069,"Малышам, о Звездах и Планетах "
55.8601637.61852,"Фонтан у школы"
55.86026737.451721,"Медведь с бочонком"
55.86051537.523475,Горка
55.86075537.513353,"Happy Cat Graffiti"
55.86088837.393441,Зебра
55.86089337.48243,Спорт
55.86090237.590189,Грибочек-Енот
55.86096737.497973,"Домик Желтая Волна"
55.86107537.568383,Птица
55.86112137.691191,"Tiko Hotel Elephant"
55.86116537.644135,"Каменное граффити."
55.86121337.720431,Старец
55.86124537.634122,Столбы
55.86153537.61438,"Мини Качели "
55.86154737.473751,"1941-1945 Graffiti"
55.86159237.612119,"Pamyatnik Zheleznoy Doroge"
55.86167537.730838,"Сова и Еж"
55.86192337.671285,АртБля
55.86196537.436201,"Планерная метро"
55.86200937.803419,"Контрольный информационно-аналитический центр охотничьих животных и среды их обитания"
55.86205537.676483,"Кинотеатр Вымпел"
55.86214337.436464,"Post Office ZIP 125481"
55.86221337.423286,"Граффити Панда"
55.86221937.590148,"Мужик На Бревне"
55.86243837.590604,"Часовня святителя Николая"
55.86248837.4914,"Wooden Playground"
55.86251737.73014,Кот
55.86256237.511924,Bibliotec
55.86265637.396151,Бункер
55.86273437.450287,SuperFly
55.86286537.714008,"Указатель "
55.8629737.449189,"Указатель В Парке"
55.86297837.694492,"Graffiti Swag"
55.8632537.633171,Кучеряшка
55.86333437.661569,"Деревянная церковь на углу ул. Искры и Енисейской ул."
55.86345437.658162,"Полет На Одуванчике"
55.86355637.436796,"Помни О Главном"
55.86356737.682309,"Lenin - Losinoostrovskaya"
55.86360437.439333,Репка
55.86371337.566845,Кувшин
55.86383937.597816,"Сергий Радонежский"
55.86390237.604614,"Райская птица"
55.86396437.588812,"Детские Радости"
55.86398437.564533,Domiki
55.86410437.42671,Цветы
55.86410537.538375,"С Днем Победы"
55.86412537.658144,"Граффити — улочка"
55.86428837.571327,"Чебурашки Газонные"
55.86450637.566197,Camomiles
55.86455237.597258,"Древнерусский Алфавит"
55.86458437.509124,Храм
55.8645937.549035,"Ghost Babooshka"
55.86469437.537216,Корабль
55.86475837.476474,Vinni
55.86480537.46452,Медведь-трансвестит
55.86511237.664169,"Граффити В Гкб#20"
55.86519237.573095,"Degunino Railway Station"
55.86524937.506186,"Усадьба На Клинской"
55.86525837.489867,"Лазалка Детская Металлопластиковая"
55.86527737.699722,"Храм Святых мучеников Адриана и Натали"
55.86540937.637825,"Храм Пресвятой Богородицы"
55.86560737.469031,"Граффити "Катер""
55.86565437.627663,"Children Boat"
55.86579337.567733,"Оптимус Прайм"
55.86586837.600221,Лукоморье
55.86586937.477414,"Lomonosov Monument"
55.86587937.655815,"Детские рисунки на электрощитовой"
55.86592137.548041,"Парк Имени Святослава Федороаа"
55.86598137.723196,Крот
55.86610537.680462,"Бабушкинский Парк"
55.86630737.702999,"Памятник Детям Ленинграда"
55.86636537.48292,"Памятник Военным Водителям"
55.86654137.705755,"Mesto Poklona"
55.86656537.733041,"Старый причал"
55.86659637.501547,Граффити
55.86694937.45659,"Artistic Sculpture"
55.86700237.585445,Аист
55.86706737.634146,"Заповедная Горка"
55.86716637.504836,Карусель
55.86734537.439909,"Зоо Графити"
55.86747637.424977,"Chicken Sculpture"
55.86750937.462938,"Central Children's Library "
55.86754737.72031,"Замороженный пёс"
55.86759137.68285,"Михаил Сергеевич Бабушкин"
55.8676137.616572,"Граффити "Церковь И Лучник""
55.86806237.675574,"лосиноостровский район"
55.86810637.671614,Deti
55.86821237.527395,"Детская площадка с качелями"
55.86824937.710166,"Памятник "мастер ИценкоЯн ""
55.8684137.486756,"Blue Boat"
55.86841637.643376,"Дикий Скакун"
55.86845137.703796,"Памятник Ветеранам В.О.В"
55.86871137.487781,Медведь-кучер
55.86872437.559081,Flowers
55.86884937.657528,"Tetris Grafiti"
55.86888337.402734,"Green Wood"
55.86912437.588803,"Надпись "Отрадное" на  пересечении Декабристов и Римского-корсакова"
55.86915837.685342,Babkopark
55.8691737.562481,"Library 227"
55.86925637.685984,"Красная Стрела"
55.86933437.621106,Отрадное
55.86938837.52858,"И Еще Горка"
55.86940637.597411,Пуноперилоптицечеловеки
55.86947437.4559,"Корабль Дружный"
55.86954537.550365,Песочница
55.86954637.650136,"Park Medvedkovo"
55.86964537.600741,Бестужевъ
55.86969537.588846,Фонтан
55.86985437.508997,"Khovrino Station"
55.8698737.440971,"Playground Castle"
55.86996137.665144,Часовня
55.86996837.672219,"Green and Yellow Crocodile"
55.86997237.568034,"Памятник героям-североморцам"
55.8700437.499143,Горка
55.87008137.713162,Развалины
55.87014737.627461,Арка
55.87026237.569458,"Training Center"
55.87053237.62146,"Храм "Неопалимой Купины""
55.87058337.629677,"Замок с красной горкой"
55.87059637.447576,"Беседка у воды"
55.87059637.470715,"Статуя ГастМастера"
55.87069837.535148,"Гостиница Ирис"
55.87083537.663188,"Serbija Kosovo"
55.87103337.542836,"Скрипичный Ключ"
55.8711637.638688,Полярная
55.87119737.610003,"Ресторан Золотая Роща"
55.87125837.676698,"Арка Однако"
55.87128337.657158,"Ротонда у моста"
55.87128937.651237,Balls
55.87136837.529185,Часы
55.87141937.713366,"Город Будущего"
55.87143637.663557,Колобок
55.87146637.703949,"WWII Victory Day Graffity"
55.87147137.695504,"Детская Площадка"
55.87160437.446515,"Detskaya Gorka"
55.87193637.642984,"Детская Площадка"
55.87204437.464475,Корабль
55.87207437.637357,"Суши WOK"
55.87228137.687971,"Графити-дом 7"
55.8724437.486529,"The Log Cabin"
55.87245637.640538,Polarnaya
55.87250637.60051,Танк
55.87266637.468383,Рыбы
55.87270137.559679,Дуб
55.87274337.497703,"Futuristic City"
55.87290337.567892,Незнайка
55.87303637.485451,"Cartoon Heroes Mural"
55.87315537.511825,"Boiler Plant"
55.87315837.614601,"Граффити "Упоротые Птицы""
55.87334137.686323,Графити-дом
55.87342837.554163,"Graffiti War 1812"
55.87345337.689071,Графити-дом
55.87347537.561462,Городок
55.87351737.53478,Глаз
55.87352837.713072,Библиотека
55.87356337.690163,"Графити-дом 2"
55.87367237.548415,"Babooshka 2"
55.87384437.522535,"100500 Горка"
55.87386737.606673,"Детская Библиотека"
55.87395437.482288,"Химкинский лесопарк ПК45"
55.87397237.687334,Граффити-дом
55.87398337.463871,"Balloon Mural"
55.87405537.720364,"Moscow New Drama Theatre"
55.87410837.587388,"Район Отрадное"
55.8745237.658401,"Обзорная Площадка"
55.87461137.506146,"Water Tower"
55.8746237.687917,"grft xernya nevedomaya"
55.87492837.667762,"Ветренная Баба"
55.87502137.480674,Информация
55.87534237.512362,"Post Office"
55.87536637.667567,"Павлин мавлин"
55.87539137.638232,"МЧС-112, граффити"
55.87556137.49256,"War 1812 years Mural"
55.87573737.621824,"Домик С Маяком"
55.87579737.491749,"Ёжик И Зебра Mural"
55.87581337.722153,"Спортивно-досуговый Центр Виктория"
55.8758437.722822,Паравозик
55.87593237.667373,"Birch Mural"
55.87597837.485167,Смешарик
55.87604337.583667,"Детский Замок"
55.87630337.516128,"Площадка С Каруселью"
55.87634737.545837,"Почта России 127247"
55.87647337.53751,"Детский Трактор"
55.87655637.522826,"City Mural"
55.87659137.554714,"Поминальный Крест"
55.87669237.435505,Балалаечник
55.87673737.638996,"Фристайл, граффити"
55.87682737.643307,"Горки Мечты"
55.87685337.436153,"Боровик Сетчатый"
55.87711537.638883,"Sochi's Mascot"
55.87717937.699447,"Детская Площадка "
55.87733637.585448,"Дерево Дружбы Фракций"
55.87749937.656394,Беседка
55.87757337.471401,"Defenders of Moscow"
55.87764137.506532,"Неведомая Фигня"
55.87764637.626364,Солнышко
55.87772137.562426,Франция
55.87787837.721774,Flowerbed
55.87794437.425034,Химки
55.87796437.472469,"Ледовый Дворец Умка"
55.87813337.54763,"Детская площадка"
55.87813937.650997,"Patriotic graffiti"
55.87819537.669193,"Тигра Полосатая"
55.8783337.545538,Птицы
55.87863737.611095,"Rope Tower"
55.87865937.574549,"Граффити Банан"
55.87868237.701049,Panzer
55.87870637.585339,"Ingress Tree"
55.87872937.546891,Defender
55.87883737.6437,Playground
55.8790637.723898,"Твори добро"
55.87914337.575269,"Детская Горка"
55.87923837.697745,"Графити На Малыгина"
55.87954837.61896,"Vinni the Pooh"
55.87963337.725533,"Dinamo FunGirl"
55.87973237.424536,"Детский Городок"
55.87973537.432576,"Country Park"
55.87990437.623926,Стрелок
55.87991537.681732,Турник
55.87992737.579422,"Pushkin A.S"
55.88005837.710893,Лось
55.88009637.531142,"Бюст коня. Детская конно-спортивная школа "Добрый пони"."
55.88010437.496376,"Post Office 125599"
55.88032537.561568,"Warrior Sculpture"
55.88033737.449678,"Светящиеся звезды "
55.88037537.557958,Стражи
55.88067337.533942,"Аисты На Яхроме "
55.88070637.696345,"Храм Свв мучеников Сломана и Наталии"
55.88072137.558256,"Отделение Почты России 127591"
55.88079237.688301,Мечта
